viewId,chartType,queryStr,resolvedQueryStr,md5,svgFilename,durationReceiveData,durationTotal,heapUsed,totalDataFileSize
number-of-deaths-from-cervical-cancer,WorldMap,,,2a635700aebf234bf969bf842519b4c8,number-of-deaths-from-cervical-cancer_v8_850x600.svg,4,33,205165984,335205
number-of-deaths-from-diarrheal-diseases-by-risk-factor-for-under-5s,LineChart,,,4b7710bb876bb6f43d1e443b6178c143,number-of-deaths-from-diarrheal-diseases-by-risk-factor-for-under-5s_v26_850x600.svg,42,75,397163416,2370692
number-of-deaths-from-hivaids,StackedArea,,,8cc2d1ed11bda5e3caf1ef14cecfd65e,number-of-deaths-from-hivaids_v29_850x600.svg,8,23,775347504,335775
number-of-deaths-from-hivaids-who,WorldMap,,,cf6fa1382f54b71bd4f07171f6a96f8e,number-of-deaths-from-hivaids-who_v5_850x600.svg,3,24,294311760,133553
number-of-deaths-from-indoor-air-pollution-1990-vs-2023,ScatterPlot,,,1a16628e6b9334bbc3f94f622016c6a1,number-of-deaths-from-indoor-air-pollution-1990-vs-2023_v17_850x600.svg,26,76,209322696,528352
number-of-deaths-from-malaria-ghe,WorldMap,,,887d95d71308ffdb20b37969bd4f2514,number-of-deaths-from-malaria-ghe_v8_850x600.svg,2,21,796873224,120175
number-of-deaths-from-malaria-who,WorldMap,,,afd5544d95bff880867dca990cadc0f7,number-of-deaths-from-malaria-who_v9_850x600.svg,3,17,311980968,79622
number-of-deaths-from-pneumonia-in-children-under-5,WorldMap,,,c67c4302f264225bab6b1d04f8695cbb,number-of-deaths-from-pneumonia-in-children-under-5_v23_850x600.svg,4,29,423539840,335549
number-of-deaths-from-rabies-by-world-region,StackedArea,,,9511ab792edfb4bb35c4f0dab9303716,number-of-deaths-from-rabies-by-world-region_v24_850x600.svg,5,24,822812312,348505
number-of-deaths-from-road-injuries,WorldMap,,,eb4f47701fe59a0ad1f6114f35eb0948,number-of-deaths-from-road-injuries_v23_850x600.svg,3,25,806710240,334962
number-of-deaths-from-suicide-ghe,WorldMap,,,6793d1248e25f019f0c1aa1b92020b56,number-of-deaths-from-suicide-ghe_v27_850x600.svg,3,27,797725024,135318
number-of-deaths-from-tetanus,WorldMap,,,8c4991671dcae6caf1834816a18ca652,number-of-deaths-from-tetanus_v18_850x600.svg,3,29,335965648,342771
number-of-deaths-from-tobacco-smoking,WorldMap,,,ef228a9c23ccfd0f97c136faf76b63b6,number-of-deaths-from-tobacco-smoking_v25_850x600.svg,3,32,395397080,258839
number-of-deaths-from-tuberculosis-ghe,WorldMap,,,2798bb9c37e55347d38ab941a4e10565,number-of-deaths-from-tuberculosis-ghe_v16_850x600.svg,2,22,615615928,134896
number-of-deaths-gbd,WorldMap,,,79b50df3cc3e64bced8945beb22dd443,number-of-deaths-gbd_v5_850x600.svg,4,39,827104560,334354
number-of-deaths-per-year,LineChart,,,c4d51bd4143d17e73214214fc74937af,number-of-deaths-per-year_v27_850x600.svg,52,89,215395856,1151335
number-of-deaths-who,WorldMap,,,b868242248ee535effdaee621693d42d,number-of-deaths-who_v4_850x600.svg,6,72,175471232,143260
number-of-described-species,DiscreteBar,,,bbd2fad844d3cbe18feaaccd4f0881fb,number-of-described-species_v17_850x600.svg,3,17,310633296,896
number-of-entries-in-biological-sequence-databases,LineChart,,,59ed1e4fac465f0e19ccb7e7690efef5,number-of-entries-in-biological-sequence-databases_v9_850x600.svg,2,21,432996128,4418
number-of-estimated-paralytic-polio-cases-by-world-region,StackedArea,,,676c3fcb3a8f305068bbc0316900b867,number-of-estimated-paralytic-polio-cases-by-world-region_v42_850x600.svg,2,22,590033696,206520
number-of-european-overseas-colonies,LineChart,,,bffe08487a8e62aa8ad889fa98e7a633,number-of-european-overseas-colonies_v20_850x600.svg,4,27,347697880,123945
number-of-european-overseas-colonies-and-colonizers,StackedArea,,,3d459c3dec7ac4bcc4a428db7a639fbe,number-of-european-overseas-colonies-and-colonizers_v28_850x600.svg,17,32,637491856,539184
number-of-european-overseas-colonies-by-region,StackedArea,,,c92abf55619d1e4a3b9e72005dcd9a37,number-of-european-overseas-colonies-by-region_v34_850x600.svg,3,32,845042736,179129
number-of-farms,WorldMap,,,1198fcf03192485d68bc0671600dd1fd,number-of-farms_v7_850x600.svg,2,15,445726632,3427
number-of-full-democracies-by-age,DiscreteBar,,,4a3650a6e815b5f4f2074ffb9192828c,number-of-full-democracies-by-age_v56_850x600.svg,9,25,322714376,217717
number-of-hospitals-with-cardiovascular-units-per-million-people,DiscreteBar,,,1298ed859eaf0d9c7f27f1867c86ff60,number-of-hospitals-with-cardiovascular-units-per-million-people_v20_850x600.svg,1,12,231495072,15982
number-of-individuals-employed-in-tourism-related-industries-per-1000-people,WorldMap,,,70db7a2aa85e7f50c38d0d2de99064ef,number-of-individuals-employed-in-tourism-related-industries-per-1000-people_v26_850x600.svg,3,26,194130120,42472
number-of-infant-deaths,WorldMap,,,5344f35edb4dfd4763f8b8c0c47d2e2c,number-of-infant-deaths_v24_850x600.svg,3,29,615598400,387910
number-of-infant-deaths-gho,WorldMap,,,3c4e2d3703c463fc4d75e4b70df3fa0a,number-of-infant-deaths-gho_v8_850x600.svg,8,44,819744880,379068
number-of-infant-deaths-ihme,WorldMap,,,f94704378fcdcf1d19f3481e1fc7b482,number-of-infant-deaths-ihme_v22_850x600.svg,5,26,252892264,335153
number-of-infant-deaths-unwpp,WorldMap,,,a89c12adda6e3551070e8cce74935775,number-of-infant-deaths-unwpp_v13_850x600.svg,4,34,422152224,541650
number-of-infections-tested-for-antibiotic-susceptibility,DiscreteBar,,,15ce14c6edcf44d32e67d1c35458fe92,number-of-infections-tested-for-antibiotic-susceptibility_v5_850x600.svg,1,15,338811232,7424
number-of-internet-users,LineChart,,,d6db87b74005925752e1e8e593799224,number-of-internet-users_v43_850x600.svg,2,30,335738808,196372
number-of-interstate-conflicts,StackedBar,,,c29cff74754fba81ba6e5527e2d550c2,number-of-interstate-conflicts_v41_850x600.svg,5,107,230241648,127703
number-of-maternal-deaths,WorldMap,,,200575fec08d3b8a5e0b80cb58852865,number-of-maternal-deaths_v28_850x600.svg,3,29,226460360,262741
number-of-maternal-deaths-by-region,StackedArea,,,3a0dc1e50eda83bb38900346a959a18b,number-of-maternal-deaths-by-region_v19_850x600.svg,3,20,639899512,234184
number-of-measles-cases,LineChart,,,16bfc428bdf1a924ff2fa2554f969da7,number-of-measles-cases_v11_850x600.svg,2,12,448561448,2697
number-of-members-of-united-nations,StackedArea,,,5cefc5cfa2c5d7f3e14730a5adb585fa,number-of-members-of-united-nations_v13_850x600.svg,2,13,837227688,34782
number-of-natural-disaster-events,LineChart,,,8b7eb6f774d1498a15acbfc83e8a3e85,number-of-natural-disaster-events_v18_850x600.svg,1,16,368080368,33159
number-of-neonatal-deaths-by-region,StackedArea,,,a769bd5e104d6d2d9113d6a372b6492f,number-of-neonatal-deaths-by-region_v22_850x600.svg,4,28,864663128,294801
number-of-neonatal-deaths-igme,WorldMap,,,df3d5f71e2d6e3555787adc87fd307f4,number-of-neonatal-deaths-igme_v21_850x600.svg,4,30,469590880,304947
number-of-neonatal-deaths-ihme,WorldMap,,,97cac0afa32772d6ddd25aed224dbcf2,number-of-neonatal-deaths-ihme_v20_850x600.svg,3,35,668156520,405530
number-of-new-armed-conflicts,StackedBar,,,e0df256b21e8c1b6fb9cbbc54b699139,number-of-new-armed-conflicts_v56_850x600.svg,3,22,271135408,50305
number-of-new-cases-and-deaths-from-cervical-cancer,LineChart,,,bcf9bc5ef374085c51d4755db969687c,number-of-new-cases-and-deaths-from-cervical-cancer_v9_850x600.svg,16,38,365958936,594377
number-of-new-hiv-child-infections-vs-number-of-infections-averted-due-to-pmtct,StackedArea,,,52150573add7aaf921aa99548e98ce3d,number-of-new-hiv-child-infections-vs-number-of-infections-averted-due-to-pmtct_v11_850x600.svg,5,27,843340752,211357
number-of-new-hiv-infections-per-year,WorldMap,,,7a44eb18ea057c8db7ae21f169a828a9,number-of-new-hiv-infections-per-year_v21_850x600.svg,4,30,240677192,180902
number-of-new-hivaids-infections-who,WorldMap,,,4f96a0e7cad546c8dad0bc5bee35e886,number-of-new-hivaids-infections-who_v8_850x600.svg,2,19,488702432,107535
number-of-new-state-based-conflicts,StackedBar,,,f2b0f165c44eaa68e8840ae25be7760f,number-of-new-state-based-conflicts_v45_850x600.svg,2,30,857807912,51431
number-of-new-tetanus-cases-in-children-under-5,StackedBar,,,fbdb8279c6aed20b32fc113fd7668725,number-of-new-tetanus-cases-in-children-under-5_v25_850x600.svg,3,28,362994776,269357
number-of-new-wars,StackedBar,,,4944a2d471a38baf8cc28a14ddc06fd6,number-of-new-wars_v14_850x600.svg,3,125,688031048,68378
number-of-nuclear-weapons-tests,StackedBar,,,4a34f847e5218700fedf995cc0de6cc3,number-of-nuclear-weapons-tests_v27_850x600.svg,3,35,217222552,16286
number-of-one-year-olds,StackedArea,,,225e46c11d7b3ae4541a6db2bc54b7ed,number-of-one-year-olds_v15_850x600.svg,31,91,252408552,1154303
number-of-parties-env-agreements,LineChart,,,5ca1ad7cb9ab762201b216a0a779d792,number-of-parties-env-agreements_v8_850x600.svg,4,28,469160912,16532
number-of-patents-through-the-industrial-revolution,LineChart,,,684384ac80b6b0d6464b51bd2e9ac8e2,number-of-patents-through-the-industrial-revolution_v5_850x600.svg,2,25,377896360,12167
number-of-people-by-religion,DiscreteBar,,,320e0624240bde8933cff40c06c76d0b,number-of-people-by-religion_v3_850x600.svg,3,15,878717448,96478
number-of-people-employed-in-agriculture,LineChart,,,2a911dae226774b3a3f0a19ea23817c1,number-of-people-employed-in-agriculture_v11_850x600.svg,3,22,850969872,219455
number-of-people-in-the-world-with-and-without-access-to-improved-water-sources,StackedArea,,,c103d5a691f9e7b39362eb7afe411baf,number-of-people-in-the-world-with-and-without-access-to-improved-water-sources_v9_850x600.svg,8,32,461557600,397406
number-of-people-infected-with-hiv-by-region,StackedArea,,,d3de62a4897143ae12537c05300e5697,number-of-people-infected-with-hiv-by-region_v23_850x600.svg,2,16,875885752,258851
number-of-people-living-in-extreme-poverty-2011-vs-2017-prices,LineChart,,,4537044543a2e3d4ee4de1cc57e6300c,number-of-people-living-in-extreme-poverty-2011-vs-2017-prices_v10_850x600.svg,8,36,250739440,167879
number-of-people-living-in-extreme-poverty-by-region-cbn,StackedArea,,,53dccb4376c00bfef827167b2c1e8fe4,number-of-people-living-in-extreme-poverty-by-region-cbn_v24_850x600.svg,2,22,420800160,64464
number-of-people-living-in-extreme-poverty-by-region-long-run,StackedArea,,,601fa1c7d0c58a2b1a5ad2ae68365069,number-of-people-living-in-extreme-poverty-by-region-long-run_v26_850x600.svg,4,23,489782384,17763
number-of-people-living-in-the-capital-city-european-commission,WorldMap,,,30425504fa53826032ccbfd58696019a,number-of-people-living-in-the-capital-city-european-commission_v19_850x600.svg,7,53,298983456,195987
number-of-people-living-with-hiv,WorldMap,,,35832e5e6afba5db07a70eaf8b7e4a7d,number-of-people-living-with-hiv_v19_850x600.svg,6,25,649004328,258851
number-of-people-moderately-or-severely-food-insecure,WorldMap,,,040a0b0fe95672611c68d55555bd46a8,number-of-people-moderately-or-severely-food-insecure_v13_850x600.svg,1,16,894527592,48540
number-of-people-severely-food-insecure,WorldMap,,,d613859f4cf02e462ba548829d84a04c,number-of-people-severely-food-insecure_v18_850x600.svg,4,40,394814128,55215
number-of-people-with-alcohol-or-drug-use-disorders,WorldMap,,,8cfb91188e2c9bb3c3130e8cbbde7401,number-of-people-with-alcohol-or-drug-use-disorders_v23_850x600.svg,3,23,514574272,258332
number-of-people-with-and-without-electricity-access,StackedArea,,,4dd83e69a1672f7a5e3da37abaa0f5b9,number-of-people-with-and-without-electricity-access_v17_850x600.svg,20,107,243665720,431921
number-of-people-with-blindness-due-to-each-cause,StackedArea,,,04b179167c57e526ba5c009fc8110bbb,number-of-people-with-blindness-due-to-each-cause_v16_850x600.svg,33,96,889741120,1697200
number-of-people-with-cancer,WorldMap,,,86f5156c49f5d3cfc82d2525f2605712,number-of-people-with-cancer_v15_850x600.svg,3,30,670320736,258599
number-of-people-with-cancer-by-age,StackedArea,,,1f690c854722a12cfa3ea12a0a54d5b7,number-of-people-with-cancer-by-age_v19_850x600.svg,26,43,281037896,1294106
number-of-people-with-cancer-by-type,DiscreteBar,,,0aeb8afea9bf895d4848ae6e8ace9f09,number-of-people-with-cancer-by-type_v21_850x600.svg,114,132,543719224,5443172
number-of-people-with-mild-or-severe-anemia-from-ntds,DiscreteBar,,,b6a0522697072b0a50c02f2f81a80a4e,number-of-people-with-mild-or-severe-anemia-from-ntds_v5_850x600.svg,18,32,431104640,954933
number-of-refugees-per-100000,WorldMap,,,a75232d5872027810aae8266fc059a4d,number-of-refugees-per-100000_v18_850x600.svg,5,38,695071640,239165
number-of-reported-cholera-deaths,LineChart,,,b1471de95e688adea759d2a79965453e,number-of-reported-cholera-deaths_v18_850x600.svg,2,19,275573552,75059
number-of-reported-guinea-worm-dracunculiasis-cases,WorldMap,,,ee5c59cc39585627a92a2cc412248ce0,number-of-reported-guinea-worm-dracunculiasis-cases_v36_850x600.svg,4,46,269787240,160607
number-of-reported-smallpox-cases,WorldMap,,,18429f4ccbc0841472d6650792748a46,number-of-reported-smallpox-cases_v12_850x600.svg,3,27,450693184,112462
number-of-reported-yaws-cases,WorldMap,,,fa2a490ea68d5e7b63384f69f2ba5775,number-of-reported-yaws-cases_v14_850x600.svg,1,17,910666752,2178
number-of-rhinos-poached,StackedBar,,,fbfca6c5cf2cd2d9980580bfa2129eba,number-of-rhinos-poached_v7_850x600.svg,2,17,296647944,7031
number-of-severely-food-insecure-people-by-region,StackedArea,,,468def2740e080655d9637f867a126a9,number-of-severely-food-insecure-people-by-region_v15_850x600.svg,2,18,715999608,15322
number-of-state-based-conflicts,StackedBar,,,8ea6c0cb88a2719d54f0760e692812ab,number-of-state-based-conflicts_v44_850x600.svg,21,46,319134664,831269
number-of-tanker-spills-by-operation-at-time-of-incident,StackedDiscreteBar,,,66b1617774adcc25cef14ec793e91b51,number-of-tanker-spills-by-operation-at-time-of-incident_v12_850x600.svg,2,12,695169112,760
number-of-tanker-spills-by-primary-cause-of-spill,StackedDiscreteBar,,,2ded22b166ff48afbed1ac7685589172,number-of-tanker-spills-by-primary-cause-of-spill_v11_850x600.svg,1,14,247427400,827
number-of-total-daily-smokers,LineChart,,,efaddb6fd08c754d2dc2b01c6101284f,number-of-total-daily-smokers_v7_850x600.svg,3,35,563609920,191174
number-of-transboundary-animal-breeds-which-have-genetic-resources-secured-in-conservation-facilities,WorldMap,,,51f8b43aae34996d080e352af7f920be,number-of-transboundary-animal-breeds-which-have-genetic-resources-secured-in-conservation-facilities_v13_850x600.svg,1,17,921859432,24474
number-of-tsunamis,WorldMap,,,65515734f4a507552dbc50781cbacdee,number-of-tsunamis_v8_850x600.svg,2,20,418596768,83742
number-of-tuberculosis-cases,WorldMap,,,cf01b497eb488f381d4575171ef1807e,number-of-tuberculosis-cases_v18_850x600.svg,2,30,713890808,159442
number-of-wars-correlates-of-war,StackedBar,,,4644eb408dd5909b5d670b6453973e21,number-of-wars-correlates-of-war_v28_850x600.svg,7,101,305745080,156617
number-of-wars-project-mars,StackedBar,,,696c62a8ca46753b7064eb854b1b2a10,number-of-wars-project-mars_v29_850x600.svg,4,149,933946904,68378
number-of-youth-deaths,WorldMap,,,deee8f888aa5e93401aedb687d8ceced,number-of-youth-deaths_v8_850x600.svg,3,27,536923728,212195
number-oil-spills,StackedBar,,,c694e0c2e9486a82fb6baa9e6acbb1ed,number-oil-spills_v12_850x600.svg,2,22,296839096,3082
number-outdoor-pollution-deaths-by-age,StackedArea,,,ff37e47b0c41ee2b4b41d9f2b0afdc75,number-outdoor-pollution-deaths-by-age_v18_850x600.svg,22,34,462735592,1302494
number-reported-cases-of-cholera,WorldMap,,,ed00862aba409e8a94dbc9a0e31387cf,number-reported-cases-of-cholera_v17_850x600.svg,3,28,739431496,81156
number-species-evaluated-iucn,DiscreteBar,,,3d1496a6ca52f6120688018f17278e89,number-species-evaluated-iucn_v12_850x600.svg,3,14,315769944,867
number-species-threatened,DiscreteBar,,,0ac1a2094ac6421e11536d60f082444d,number-species-threatened_v16_850x600.svg,2,15,433358296,851
number-suffering-from-depression-by-region,StackedArea,,,d0f93bf9e0e471f7e495d995fe475354,number-suffering-from-depression-by-region_v37_850x600.svg,6,22,561728616,258343
number-suicide-deaths,WorldMap,,,18533a5a3f489938ceaedab17caba9a4,number-suicide-deaths_v31_850x600.svg,4,29,287627072,335224
number-suicide-deaths-source-comparison,LineChart,,,37e99ee1c5b82e0adb6bad1a8742726d,number-suicide-deaths-source-comparison_v41_850x600.svg,13,57,447428384,605796
number-un-peacekeeping-missions,LineChart,,,00027c2da05c53c2983273f9b1f6cf1f,number-un-peacekeeping-missions_v23_850x600.svg,2,13,716635192,2067
number-undernourished,LineChart,,,a75f6b459d8e405a1566988f52f057f7,number-undernourished_v25_850x600.svg,5,24,548864192,101345
number-using-at-least-basic-sanitation,WorldMap,,,c882e0796837c40154e7060fcb510d34,number-using-at-least-basic-sanitation_v7_850x600.svg,2,29,738088744,200482
number-with-adhd,StackedArea,,,412f5173e2818093fb7a66d7b8102614,number-with-adhd_v22_850x600.svg,12,22,314613872,517072
number-with-alcohol-use-disorders,StackedArea,,,a52ef490733c73f045a2c571bc93fb92,number-with-alcohol-use-disorders_v21_850x600.svg,16,28,577182592,517216
number-with-alcohol-use-disorders-country,WorldMap,,,c685adc2fccbcf9afe1647cc2db4efd5,number-with-alcohol-use-disorders-country_v19_850x600.svg,5,31,324201680,258337
number-with-autistic-spectrum-disorder,StackedArea,,,b570da82dbdc2adfd89ed8e0436c1d5e,number-with-autistic-spectrum-disorder_v15_850x600.svg,9,48,961979760,517297
number-with-developmental-intellectual-disability,StackedArea,,,41d4d22cd8ecb940fa13418a0329d9f0,number-with-developmental-intellectual-disability_v21_850x600.svg,32,65,477723672,517550
number-with-drug-disorders-by-substance,StackedArea,,,134a7fee6ad478624c076dc44ac39725,number-with-drug-disorders-by-substance_v25_850x600.svg,38,87,303951288,1293937
number-with-drug-use-disorders-country,WorldMap,,,643817bcff1444d1989ccd857e5944df,number-with-drug-use-disorders-country_v20_850x600.svg,10,93,599957336,258302
number-with-mental-and-neurodevelopmental-disorders-by-type,DiscreteBar,,,6f951385c5c81649255c441fb6744336,number-with-mental-and-neurodevelopmental-disorders-by-type_v28_850x600.svg,70,91,745797016,2843227
number-with-mental-health-disorders-by-sex,StackedArea,,,e744cc97035e61a278e3036bf59283ae,number-with-mental-health-disorders-by-sex_v22_850x600.svg,23,47,930508104,515813
number-with-without-clean-cooking-fuels,StackedArea,,,38a5484eccc23fb71545aea0652ee36e,number-with-without-clean-cooking-fuels_v17_850x600.svg,15,49,472092920,307394
number-without-access-to-improved-sanitation,WorldMap,,,23013c1877bb345d7568b0f51f55d0b9,number-without-access-to-improved-sanitation_v10_850x600.svg,3,26,291424232,197190
number-without-basic-handwashing,WorldMap,,,639d162f93326cf9b5b13da46c7983dc,number-without-basic-handwashing_v17_850x600.svg,7,22,321946368,64721
number-without-clean-cooking-fuel,WorldMap,,,c86d6b526a02c2767ac44dd0ffa73ec0,number-without-clean-cooking-fuel_v13_850x600.svg,2,36,949333592,149066
number-without-electricity-by-region,StackedArea,,,c977ce87cb2c31e5b39a5040edb1a687,number-without-electricity-by-region_v20_850x600.svg,6,21,580772832,207606
number-without-improved-water,WorldMap,,,4c89b6d04d76e072e8c7f9a56c6025a3,number-without-improved-water_v12_850x600.svg,2,24,499195880,195409
number-without-safe-drinking-water,WorldMap,,,fbad7033e7f42181bc15ad28c4c65017,number-without-safe-drinking-water_v9_850x600.svg,2,25,334979064,145432
numeracy-rate-in-adult-men,WorldMap,,,b941f65e97d9f26657e4426b262205d0,numeracy-rate-in-adult-men_v15_850x600.svg,1,16,300794472,1188
numeracy-rate-in-adult-women-sdg,WorldMap,,,03633c86751eb67b8872b3f6474e0972,numeracy-rate-in-adult-women-sdg_v16_850x600.svg,2,22,762434792,1189
nurses-and-midwives-per-1000-people,WorldMap,,,3081afb70ae936d1bb8f3bcc1d3bebd1,nurses-and-midwives-per-1000-people_v18_850x600.svg,1,21,601687472,101579
nvidia-quarterly-revenue-segment,StackedBar,,,27252b4dae226ae6017a3d0ee8bd205b,nvidia-quarterly-revenue-segment_v18_850x600.svg,1,26,194491872,5544
obesity-in-men-vs-obesity-in-women,ScatterPlot,,,a1430d22b026150ee2323debb8ad96d8,obesity-in-men-vs-obesity-in-women_v29_850x600.svg,11,65,549523672,627632
obesity-prevalence-adults-who-gho,WorldMap,,,24e61d497fae5e2475f81b520943dbff,obesity-prevalence-adults-who-gho_v21_850x600.svg,6,35,307507416,309153
obesity-vs-gdp,ScatterPlot,,,8de547e36f0d58c78fcda569072770cb,obesity-vs-gdp_v30_850x600.svg,10,90,774321400,559620
ocean-heat-content-upper,LineChart,,,67b04384482983e307b29735db350f01,ocean-heat-content-upper_v19_850x600.svg,2,19,349680872,8872
ocean-heat-top-2000m,LineChart,,,a1df112c67aab35849f7e6ed90fbcad6,ocean-heat-top-2000m_v19_850x600.svg,2,21,586497304,7023
ocean-plastic-waste-per-capita-vs-gdp,ScatterPlot,,,69659f498f1577bb9a4be53c43a1bb9e,ocean-plastic-waste-per-capita-vs-gdp_v26_850x600.svg,11,54,220210672,256151
ocean-research-funding,WorldMap,,,0c37accabc6f4332f453eef6981bae7e,ocean-research-funding_v23_850x600.svg,1,16,313457312,4524
ocean-waste-by-item,DiscreteBar,,,3e17b011a9ef38ef9d08991e9f8b811c,ocean-waste-by-item_v9_850x600.svg,1,39,602876768,2205
oda-for-scholarships,WorldMap,,,c70d89adcf2d5aaf0ab0fc08342bd9b3,oda-for-scholarships_v21_850x600.svg,2,24,320222360,79199
oecd-average-trust-in-governments,WorldMap,,,348030bb20a2f3d0553d4ba92c1e01ae,oecd-average-trust-in-governments_v19_850x600.svg,2,24,328416176,9574
oecd-expenditures-on-government-outsourcing-gdp,DiscreteBar,,,f16872cdc7b6dae35ec427182f38e6ac,oecd-expenditures-on-government-outsourcing-gdp_v16_850x600.svg,3,25,629106464,21045
official-development-assistance-donor-bilateral-multilateral,StackedArea,,,ec8d79383514092c30a37f8382fa5dbe,official-development-assistance-donor-bilateral-multilateral_v22_850x600.svg,9,25,343490760,166920
official-development-assistance-to-least-developed-countries,LineChart,,,4b1322586369e9bde7e7068bf96687b1,official-development-assistance-to-least-developed-countries_v23_850x600.svg,2,22,324172072,30650
official-entrance-age-to-compulsory-education,WorldMap,,,5bcfa9c80e4e811cb4c07a40f4d4dd6d,official-entrance-age-to-compulsory-education_v13_850x600.svg,2,25,538088304,137408
official-entrance-age-to-pre-primary-education,WorldMap,,,3866d3f682e15fa35e778b0bc1882323,official-entrance-age-to-pre-primary-education_v17_850x600.svg,4,35,618177296,307342
oil-consumption-by-country,WorldMap,,,42aba4c0147017f5fefe47ef6fe41356,oil-consumption-by-country_v18_850x600.svg,4,29,342936992,216456
oil-consumption-by-region-terawatt-hours-twh,StackedArea,,,28fba477a9dc60c9a9bc06e0b72e56f6,oil-consumption-by-region-terawatt-hours-twh_v23_850x600.svg,4,25,201768312,216456
oil-electricity-per-capita,WorldMap,,,ebb7f34ac928d126863eace8d226a682,oil-electricity-per-capita_v32_850x600.svg,3,30,798195440,210688
oil-prices-inflation-adjusted,LineChart,,,800513a1fffc805358e8157d3d0a1419,oil-prices-inflation-adjusted_v3_850x600.svg,2,28,357581104,5591
oil-prod-per-capita,DiscreteBar,,,a29e849e329d860b5e175c2877d8b33a,oil-prod-per-capita_v19_850x600.svg,6,18,222260800,460119
oil-production-by-country,LineChart,,,40c8a6214f610cfcde0bf472d32039f9,oil-production-by-country_v21_850x600.svg,4,24,570947680,544232
oil-production-by-region,StackedArea,,,f9535a38f9369ce02ad85ee5c0d0a7b4,oil-production-by-region_v20_850x600.svg,3,16,370393552,154344
oil-proved-reserves,WorldMap,,,fe7a1cdc1d5a489397f177349b75cbdb,oil-proved-reserves_v18_850x600.svg,2,24,632217240,108342
oil-rents-as-a-share-of-gdp,WorldMap,,,f757f9f5df3054c8a1d3bcd09e955b46,oil-rents-as-a-share-of-gdp_v10_850x600.svg,5,28,323717872,278983
oil-share-energy,WorldMap,,,41821aad3077a14173b9ee2c813a4dbd,oil-share-energy_v25_850x600.svg,2,21,819759208,214590
oil-yield-by-crop,DiscreteBar,,,69f3333874294388bb5c6c0516c5c0ac,oil-yield-by-crop_v16_850x600.svg,35,49,228454640,1120533
one-person-households,LineChart,,,2ec1215503063c62ff3a61c1d17b02dc,one-person-households_v27_850x600.svg,2,22,362373624,30150
one-person-households-vs-gdp-per-capita,ScatterPlot,,,d833d4636a96eb8737eb9c9fbdebf0aa,one-person-households-vs-gdp-per-capita_v36_850x600.svg,92,268,641282720,2113095
open-defecation-in-rural-areas-vs-urban-areas,ScatterPlot,,,26840941d2b039f3b38b1009c0308fb5,open-defecation-in-rural-areas-vs-urban-areas_v14_850x600.svg,7,54,654710384,314533
openness-of-executive-recruitment-score,WorldMap,,,93a0a53dbf78db87b49acd8396811a0a,openness-of-executive-recruitment-score_v57_850x600.svg,5,46,351508272,981402
opinions-young-people-climate,DiscreteBar,,,cc5d557100c7c401062edb757cf76a25,opinions-young-people-climate_v8_850x600.svg,1,37,802028160,2082
orange-production,WorldMap,,,e5b1edb4bf73309e06f7aa00fd4f1ab1,orange-production_v11_850x600.svg,6,36,253225488,307448
orange-yields,WorldMap,,,da867d84d1e51a53c10dbb3ece206625,orange-yields_v13_850x600.svg,6,33,389694136,301406
organic-agricultural-area,LineChart,,,34c04fdad407d9c9cb32dd1159bdb6ee,organic-agricultural-area_v10_850x600.svg,18,43,334657264,646450
out-of-pocket-expenditure-per-capita-on-healthcare,WorldMap,,,ecc7750e5a20228543d44b7cca53ced5,out-of-pocket-expenditure-per-capita-on-healthcare_v27_850x600.svg,5,35,275463152,162302
out-of-school-children-of-primary-school-age-by-world-region,StackedArea,,,c3ff64e41c9509dbb22bf6142c5673d7,out-of-school-children-of-primary-school-age-by-world-region_v27_850x600.svg,3,27,360060528,151015
outdoor-air-pollution-deaths-in-1990-vs-2023,ScatterPlot,,,4cc827649a5832c0aec9f2fd6be91197,outdoor-air-pollution-deaths-in-1990-vs-2023_v14_850x600.svg,34,84,228074360,527450
outdoor-air-pollution-exposure,WorldMap,,,44c41f2651438a64a21a991e1abc28e5,outdoor-air-pollution-exposure_v16_850x600.svg,6,31,673626040,196400
outdoor-pollution-death-rate,WorldMap,,,4ef61fb6b2d1502f421fe413a04b0619,outdoor-pollution-death-rate_v17_850x600.svg,4,28,352953440,251879
outdoor-pollution-rate-vs-gdp,ScatterPlot,,,2c3835d1f751c369d8291dfb25b47caf,outdoor-pollution-rate-vs-gdp_v51_850x600.svg,77,258,442436064,2334824
outdoor-pollution-rates-by-age,DiscreteBar,,,d20362166d93fb0c4c4a2ba22d7c1e11,outdoor-pollution-rates-by-age_v15_850x600.svg,23,41,251782240,1304064
output-of-key-industrial-sectors-in-england-and-the-uk,LineChart,,,8c23f4a4c274efff104431a2c11a1be0,output-of-key-industrial-sectors-in-england-and-the-uk_v14_850x600.svg,2,26,661704712,84804
output-of-key-industries-in-england,LineChart,,,b46fdae69a3ec88da5bef650707bdc2f,output-of-key-industries-in-england_v12_850x600.svg,3,35,259362560,152703
output-of-key-service-and-industrial-sectors-in-england-and-the-uk,LineChart,,,0e28d3fb14793fb600d085ca727a3e17,output-of-key-service-and-industrial-sectors-in-england-and-the-uk_v10_850x600.svg,3,36,343157416,107285
